,time,thscode,ths_the_new_csrc_industry_stock,ths_china_securities_industry_stock,ths_avg_held_num_growth_q_stock,ths_avg_held_num_growth_6m_stock,ths_total_current_assets_stock,ths_sq_operating_total_revenue_stock,ths_sq_np_stock,ths_total_profit_to_oi_ttm_stock,ths_avg_price_stock,ths_vol_stock,ths_inflow_vol_stock,ths_outflow_vol_stock,ths_the_amac_index_stock,ths_ygzs_new_stock,ths_sm_num_stock,ths_techcore_num_stock,ths_total_shares_stock,ths_total_float_shares_stock,ths_float_ashare_to_total_shares_stock,ths_hk_listed_stock_ratio_stock,ths_overseas_listed_shares_ratio_stock,ths_top10_hlolder_held_ratio_stock,ths_top10_float_hlolder_held_ratio_stock,ths_qfii_held_ratio_stock,ths_fund_held_ratio_stock,ths_broker_held_ratio_stock,ths_accum_pledge_num_ratio_stock,ths_eps_basic_stock,ths_nav_ps_stock,ths_roe_avg_by_ths_stock,ths_net_interest_of_ta_stock,ths_gross_selling_rate_stock,ths_np_to_revenue_stock,ths_rad_cost_to_revenue_stock,ths_bisic_eps_yoy_stock,ths_operating_revenue_yoy_stock,ths_np_yoy_stock,ths_net_assets_yoy_stock,ths_rad_amt_yoy_stock,ths_asset_liab_ratio_stock,ths_current_asset_turnover_stock,ths_fixed_asset_turnover_ratio_stock,ths_operating_capital_turnover_stock,ths_dividend_benchmark_shares_stock,ths_dividend_ps_before_tax_stock,ths_dividend_ratio_stock,ths_turnover_ratio_stock,ths_net_infow_stock,ths_main_inflow_rate_stock,ths_int_illegality_num_stock,ths_int_illegality_amt_stock,ths_float_holder_held_mv_stock,ths_org_holder_type_stock,ths_fixed_asset_sum_pit_stock,ths_total_revenue_growth_ny_stock,ths_operating_profit_growth_ny_stock,ths_net_profit_growth_ny_stock,ths_total_assets_growth_ny_stock,ths_holder_equity_growth_ny_stock,ths_net_asset_yield_growth_ny_stock,ths_open_price_stock,ths_close_price_stock,ths_low_stock,ths_high_price_stock,year,ths_latest_subject_rating_stock,ths_revenue_pp_stock,ths_sm_annual_total_salary_stock,ths_postgraduate_num_ratio_stock,ths_tech_num_ratio_stock,ths_manage_staff_ratio_stock
15,2017-12-29,300750.SZ,制造业,,,,,,,,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2017,Baa1,,2070.34,,23.281897899531,
16,2018-01-02,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
17,2018-01-03,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
18,2018-01-04,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
19,2018-01-05,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
20,2018-01-08,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
21,2018-01-09,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
22,2018-01-10,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
23,2018-01-11,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
24,2018-01-12,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
25,2018-01-15,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
26,2018-01-16,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
27,2018-01-17,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
28,2018-01-18,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
29,2018-01-19,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
30,2018-01-22,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
31,2018-01-23,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
32,2018-01-24,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
33,2018-01-25,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
34,2018-01-26,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
35,2018-01-29,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
36,2018-01-30,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
37,2018-01-31,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
38,2018-02-01,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
39,2018-02-02,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
40,2018-02-05,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
41,2018-02-06,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
42,2018-02-07,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
43,2018-02-08,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
44,2018-02-09,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
45,2018-02-12,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
46,2018-02-13,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
47,2018-02-14,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
48,2018-02-22,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
49,2018-02-23,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
50,2018-02-26,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
51,2018-02-27,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
52,2018-02-28,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
53,2018-03-01,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
54,2018-03-02,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
55,2018-03-05,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
56,2018-03-06,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
57,2018-03-07,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
58,2018-03-08,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
59,2018-03-09,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
60,2018-03-12,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
61,2018-03-13,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
62,2018-03-14,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
63,2018-03-15,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
64,2018-03-16,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
65,2018-03-19,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
66,2018-03-20,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
67,2018-03-21,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
68,2018-03-22,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
69,2018-03-23,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
70,2018-03-26,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
71,2018-03-27,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
72,2018-03-28,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
73,2018-03-29,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
74,2018-03-30,300750.SZ,制造业,,,,,,,24.244306500075,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
75,2018-04-02,300750.SZ,制造业,,,,,,,24.079760903701,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
76,2018-04-03,300750.SZ,制造业,,,,,,,24.079760903701,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
77,2018-04-04,300750.SZ,制造业,,,,,,,24.079760903701,,,0.0,0.0,,,6,0,1955193267.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般法人,,,,,,,,,,,,2018,Baa1,,1835.95,5.5758793969849,16.952763819095,16.884422110553
