,time,thscode,ths_the_new_csrc_industry_stock,ths_china_securities_industry_stock,ths_avg_held_num_growth_q_stock,ths_avg_held_num_growth_6m_stock,ths_total_current_assets_stock,ths_sq_operating_total_revenue_stock,ths_sq_np_stock,ths_total_profit_to_oi_ttm_stock,ths_avg_price_stock,ths_vol_stock,ths_inflow_vol_stock,ths_outflow_vol_stock,ths_the_amac_index_stock,ths_ygzs_new_stock,ths_sm_num_stock,ths_techcore_num_stock,ths_total_shares_stock,ths_total_float_shares_stock,ths_float_ashare_to_total_shares_stock,ths_hk_listed_stock_ratio_stock,ths_overseas_listed_shares_ratio_stock,ths_top10_hlolder_held_ratio_stock,ths_top10_float_hlolder_held_ratio_stock,ths_qfii_held_ratio_stock,ths_fund_held_ratio_stock,ths_broker_held_ratio_stock,ths_accum_pledge_num_ratio_stock,ths_eps_basic_stock,ths_nav_ps_stock,ths_roe_avg_by_ths_stock,ths_net_interest_of_ta_stock,ths_gross_selling_rate_stock,ths_np_to_revenue_stock,ths_rad_cost_to_revenue_stock,ths_bisic_eps_yoy_stock,ths_operating_revenue_yoy_stock,ths_np_yoy_stock,ths_net_assets_yoy_stock,ths_rad_amt_yoy_stock,ths_asset_liab_ratio_stock,ths_current_asset_turnover_stock,ths_fixed_asset_turnover_ratio_stock,ths_operating_capital_turnover_stock,ths_dividend_benchmark_shares_stock,ths_dividend_ps_before_tax_stock,ths_dividend_ratio_stock,ths_turnover_ratio_stock,ths_net_infow_stock,ths_main_inflow_rate_stock,ths_int_illegality_num_stock,ths_int_illegality_amt_stock,ths_float_holder_held_mv_stock,ths_org_holder_type_stock,ths_fixed_asset_sum_pit_stock,ths_total_revenue_growth_ny_stock,ths_operating_profit_growth_ny_stock,ths_net_profit_growth_ny_stock,ths_total_assets_growth_ny_stock,ths_holder_equity_growth_ny_stock,ths_net_asset_yield_growth_ny_stock,ths_open_price_stock,ths_close_price_stock,ths_low_stock,ths_high_price_stock,year,ths_latest_subject_rating_stock,ths_revenue_pp_stock,ths_sm_annual_total_salary_stock,ths_postgraduate_num_ratio_stock,ths_tech_num_ratio_stock,ths_manage_staff_ratio_stock
466,2019-11-11,300750.SZ,制造业,,-14.261156218632,346.22053295636,68689001550.95,12591862365.64,1413722231.03,12.87548150518,74.383762893537,9991343.0,2519296.0,3018510.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,0.83081907073111,-289954.0,-2.9020523066819,,,12248959383.1,一般法人,,,,,,,,74.78,73.7,73.7,75.4,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
467,2019-11-12,300750.SZ,制造业,,-14.261156218632,346.22053295636,68689001550.95,12591862365.64,1413722231.03,12.87548150518,74.434037691294,9084273.0,2541847.0,2017984.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,0.75539266864602,432039.0,4.7559006648083,,,12373609580.35,一般法人,,,,,,,,74.0,74.45,73.55,75.3,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
468,2019-11-13,300750.SZ,制造业,,-14.261156218632,346.22053295636,68689001550.95,12591862365.64,1413722231.03,12.87548150518,74.284161702603,6735241.0,1347495.0,1876941.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,0.56006151212806,-1055795.0,-15.675682577654,,,12288847446.22,一般法人,,,,,,,,74.8,73.94,73.79,74.89,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
469,2019-11-14,300750.SZ,制造业,,-14.261156218632,346.22053295636,68689001550.95,12591862365.64,1413722231.03,12.87548150518,74.361591855335,6725875.0,1190280.0,1787046.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,0.55928269276248,-207549.0,-3.0858289813593,,,12315439488.3,一般法人,,,,,,,,74.4,74.1,73.81,74.85,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
470,2019-11-15,300750.SZ,制造业,,-14.261156218632,346.22053295636,68689001550.95,12591862365.64,1413722231.03,12.87548150518,72.560172813951,10722051.0,2122633.0,4321260.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,0.89158028586863,-2236899.0,-20.862603619401,,,12066139093.8,一般法人,,,,,,,,74.29,72.6,71.6,74.29,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
471,2019-11-18,300750.SZ,制造业,,-14.261156218632,346.22053295636,68689001550.95,12591862365.64,1413722231.03,12.87548150518,72.748209992777,4495507.0,651545.0,915782.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,0.37381890985078,-276832.0,-6.1579706137706,,,12111013164.81,一般法人,,,,,,,,72.88,72.87,72.15,73.19,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
472,2019-11-19,300750.SZ,制造业,,-14.261156218632,346.22053295636,68689001550.95,12591862365.64,1413722231.03,12.87548150518,75.61568614781,18631350.0,6907235.0,5037574.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,1.5492692917725,1669909.0,8.9628985553919,,,12787448235.22,一般法人,,,,,,,,73.28,76.94,72.88,76.97,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
473,2019-11-20,300750.SZ,制造业,,-14.261156218632,346.22053295636,68689001550.95,12591862365.64,1413722231.03,12.87548150518,77.078779775668,11246809.0,3653950.0,3879288.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,0.93521595666071,37023.0,0.32918670531348,,,12681080066.9,一般法人,,,,,,,,76.83,76.3,76.2,78.1,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
474,2019-11-21,300750.SZ,制造业,,-14.261156218632,346.22053295636,68689001550.95,12591862365.64,1413722231.03,12.87548150518,77.384114945211,12442467.0,3690628.0,3810836.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,1.0346395745339,52642.0,0.42308330012047,,,12822350290.45,一般法人,,,,,,,,76.7,77.15,76.3,78.1,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
475,2019-11-22,300750.SZ,制造业,,-14.261156218632,346.22053295636,68689001550.95,12591862365.64,1413722231.03,12.87548150518,81.938950509425,42347174.0,21570099.0,22607787.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,3.5213323925291,-602731.0,-1.4233086722623,,,13379121171.5,一般法人,,,,,,,,82.0,80.5,79.46,84.6,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
476,2019-11-25,300750.SZ,制造业,,-14.261156218632,346.22053295636,68689001550.95,12591862365.64,1413722231.03,12.87548150518,82.75843881633,28083768.0,12454157.0,11987554.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,2.3352746505037,855592.0,3.0465712435739,,,13891017981.54,一般法人,,,,,,,,81.35,83.58,81.0,83.65,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
477,2019-11-26,300750.SZ,制造业,,-14.261156218632,346.22053295636,68689001550.95,12591862365.64,1413722231.03,12.87548150518,85.992591536278,39148358.0,19592531.0,19796542.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,3.2553383878633,979722.0,2.5025877202819,,,14625623144.0,一般法人,,,,,,,,82.99,88.0,81.9,89.6,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
478,2019-11-27,300750.SZ,制造业,,-14.261156218632,346.22053295636,68689001550.95,12591862365.64,1413722231.03,12.87548150518,87.495985925728,19444274.0,6998985.0,7814431.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,1.6168670874097,-280213.0,-1.4411080609129,,,14500972946.75,一般法人,,,,,,,,87.45,87.25,85.97,88.86,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
479,2019-11-28,300750.SZ,制造业,,-14.261156218632,346.22053295636,68689001550.95,12591862365.64,1413722231.03,12.87548150518,87.654640560996,14522464.0,4344181.0,5041321.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,1.2075994233414,97602.0,0.67207603337836,,,14527564988.83,一般法人,,,,,,,,86.7,87.41,86.15,89.6,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
480,2019-11-29,300750.SZ,制造业,,-14.261156218632,346.22053295636,68689001550.95,12591862365.64,1413722231.03,12.87548150518,87.317589558307,12922196.0,3578234.0,4023740.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,1.0745309086602,-253010.0,-1.9579489430434,,,14527564988.83,一般法人,,,,,,,,87.12,87.41,85.38,88.9,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
481,2019-12-02,300750.SZ,制造业,,,,,,,12.87548150518,87.166588253897,11901718.0,4079746.0,4344719.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,0.98967418983251,175460.0,1.4742409457189,,,14476042907.3,一般法人,,,,,,,,88.2,87.1,85.8,88.32,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
482,2019-12-03,300750.SZ,制造业,,,,,,,12.87548150518,85.674012493754,15689440.0,4936154.0,6249220.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,1.3046380212441,-1681487.0,-10.717316870456,,,14359702723.2,一般法人,,,,,,,,87.0,86.4,84.59,87.25,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
483,2019-12-04,300750.SZ,制造业,,,,,,,12.87548150518,87.195296742726,16878594.0,5154379.0,6716881.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,1.4035208061947,-1309616.0,-7.7590349053956,,,14409562802.1,一般法人,,,,,,,,86.36,86.7,85.18,88.76,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
484,2019-12-05,300750.SZ,制造业,,,,,,,12.87548150518,90.526211700753,26362986.0,10274311.0,7905924.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,2.1921849275135,3342205.0,12.67764205466,,,15290424196.0,一般法人,,,,,,,,87.02,92.0,86.96,93.46,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
485,2019-12-06,300750.SZ,制造业,,,,,,,12.87548150518,92.365321794534,13437736.0,4980103.0,3853795.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,1.1174000668629,783331.0,5.8293376205635,,,15456624459.0,一般法人,,,,,,,,91.7,93.0,91.1,93.39,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
486,2019-12-09,300750.SZ,制造业,,,,,,,12.87548150518,91.937429960726,14749903.0,5362007.0,5873040.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,1.2265118617021,-505044.0,-3.424049636123,,,15438342430.07,一般法人,,,,,,,,93.5,92.89,90.9,93.5,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
487,2019-12-10,300750.SZ,制造业,,,,,,,12.87548150518,92.986559213102,12694910.0,4381635.0,5163561.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,1.0556311928452,-656190.0,-5.1689220325311,,,15514794551.05,一般法人,,,,,,,,92.0,93.35,91.3,94.44,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
488,2019-12-11,300750.SZ,制造业,,,,,,,12.87548150518,92.183689013459,13325522.0,4262412.0,5343399.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,1.108069035869,-768439.0,-5.7666709041492,,,15205662061.87,一般法人,,,,,,,,93.35,91.49,90.5,94.19,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
489,2019-12-12,300750.SZ,制造业,,,,,,,12.87548150518,90.615735061541,14878693.0,3406795.0,6076875.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,1.2372212516329,-2266445.0,-15.23282320564,,,14908163591.1,一般法人,,,,,,,,91.46,89.7,89.22,92.9,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
490,2019-12-13,300750.SZ,制造业,,,,,,,12.87548150518,92.164562003795,18289816.0,6870780.0,7265855.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,1.5208694099445,72865.0,0.39839110464534,,,15456624459.0,一般法人,,,,,,,,91.53,93.0,90.32,93.4,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
491,2019-12-16,300750.SZ,制造业,,,,,,,12.87548150518,92.064797363908,18217880.0,7310251.0,7833245.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,1.514887651469,-1410048.0,-7.7399126572356,,,15340284274.9,一般法人,,,,,,,,92.54,92.3,91.28,92.87,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
492,2019-12-17,300750.SZ,制造业,,,,,,,12.87548150518,95.590691173891,27739358.0,12515630.0,13540079.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,2.3066356180783,288929.0,1.0415850287523,,,15853843087.57,一般法人,,,,,,,,94.8,95.39,94.44,97.19,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
493,2019-12-18,300750.SZ,制造业,,,,,,,12.87548150518,93.280773145108,18640537.0,6281613.0,8387108.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,1.5500332265911,-2321768.0,-12.455478079843,,,15488202508.97,一般法人,,,,,,,,94.46,93.19,92.17,94.5,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
494,2019-12-19,300750.SZ,制造业,,,,,,,12.87548150518,92.557308464387,10843349.0,2821324.0,3981310.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,0.9016666868301,-1243497.0,-11.467831571224,,,15498174524.75,一般法人,,,,,,,,93.5,93.25,91.52,93.58,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
495,2019-12-20,300750.SZ,制造业,,,,,,,12.87548150518,93.522759514023,10357947.0,3618898.0,4441248.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,0.86130362066662,-989610.0,-9.554113377873,,,15420060401.14,一般法人,,,,,,,,93.24,92.78,92.71,94.88,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
496,2019-12-23,300750.SZ,制造业,,,,,,,12.87548150518,93.842949392275,14142900.0,5046346.0,6293013.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,1.1760371989474,-1074801.0,-7.5995800012727,,,15440004432.7,一般法人,,,,,,,,92.0,92.9,91.56,95.39,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
497,2019-12-24,300750.SZ,制造业,,,,,,,12.87548150518,97.614890469052,29704390.0,14835525.0,14147480.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,2.4700356795312,323323.0,1.0884687414891,,,16536926168.5,一般法人,,,,,,,,93.2,99.5,93.2,100.09,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
498,2019-12-25,300750.SZ,制造业,,,,,,,12.87548150518,101.40506533824,23307715.0,10474255.0,10976536.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,1.9381272484756,-518036.0,-2.2225945357578,,,17500887693.9,一般法人,,,,,,,,99.35,105.3,98.15,105.48,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
499,2019-12-26,300750.SZ,制造业,,,,,,,12.87548150518,104.43066029533,14841677.0,6047438.0,6293662.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,1.2341432271148,-513122.0,-3.4573047237182,,,17470971646.56,一般法人,,,,,,,,105.0,105.12,102.68,106.98,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
500,2019-12-27,300750.SZ,制造业,,,,,,,12.87548150518,106.76744649492,24054959.0,9114317.0,10323999.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,2.0002634963943,-1824641.0,-7.5853008105314,,,17318067404.6,一般法人,,,,,,,,105.12,104.2,103.15,110.0,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
501,2019-12-30,300750.SZ,制造业,,,,,,,12.87548150518,108.02455047094,23577964.0,10492806.0,11057986.0,AMAC电气,,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.67,26.245,,3.3942,,1.3358089117654,1.6002,16.7288,9.9147,4.4187,29.0796,11.4446,6.866247323346,36.4078,71.6965,42.311923000331,14.372826653955,96.537744837575,57.9598,0.536,2.3089,1.379,,,,1.9605995050126,-1407141.0,-5.9680343900771,,,18282028930.0,一般法人,,,,,,,,106.57,110.0,105.0,110.5,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
502,2019-12-31,300750.SZ,制造业,,22.981358362665,5.4427947267688,71694937173.28,12932314106.33,1252456366.4,12.581379328973,107.5167019218,21500700.0,8226922.0,9954699.0,AMAC电气,26775.0,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.58,26.2351,,11.5445,,1.3358089117654,2.0937,17.2682,12.8327,5.7211,29.0584,10.9476,6.5346950458667,27.5713,54.6304,34.175931114441,15.777092361581,50.281614172588,58.3749,0.7291,3.1587,1.8722,220711.378,0.22013,10.653929884343,1.7878669157958,-2199124.0,-10.228150711372,,,17683707983.2,一般法人,,207.73618187302,79.283214773,71.758860929321,254.52239502994,167.16203608258,-35.052655018656,109.86,106.4,105.54,110.35,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,
503,2020-01-02,300750.SZ,制造业,,22.981358362665,5.4427947267688,71694937173.28,12932314106.33,1252456366.4,12.581379328973,107.38884085793,20611589.0,10106991.0,8970259.0,AMAC电气,26775.0,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.58,26.2351,,11.5445,,1.3358089117654,2.0937,17.2682,12.8327,5.7211,29.0584,10.9476,6.5346950458667,27.5713,54.6304,34.175931114441,15.777092361581,50.281614172588,58.3749,0.7291,3.1587,1.8722,220711.378,0.22013,10.653929884343,1.7139338744823,991085.0,4.8083871651041,,,17869852277.76,一般法人,,207.73618187302,79.283214773,71.758860929321,254.52239502994,167.16203608258,-35.052655018656,107.21,107.52,105.7,108.85,2020,Baa1,,1635.31,6.5118810085253,16.905496100127,
504,2020-01-03,300750.SZ,制造业,,22.981358362665,5.4427947267688,71694937173.28,12932314106.33,1252456366.4,12.581379328973,108.20667705991,18084178.0,7284553.0,8227962.0,AMAC电气,26775.0,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.58,26.2351,,11.5445,,1.3358089117654,2.0937,17.2682,12.8327,5.7211,29.0584,10.9476,6.5346950458667,27.5713,54.6304,34.175931114441,15.777092361581,50.281614172588,58.3749,0.7291,3.1587,1.8722,220711.378,0.22013,10.653929884343,1.5037698096138,-998400.0,-5.5208481137489,,,18207238811.65,一般法人,,207.73618187302,79.283214773,71.758860929321,254.52239502994,167.16203608258,-35.052655018656,107.52,109.55,105.97,110.19,2020,Baa1,,1635.31,6.5118810085253,16.905496100127,
505,2020-01-06,300750.SZ,制造业,,22.981358362665,5.4427947267688,71694937173.28,12932314106.33,1252456366.4,12.581379328973,111.63507369265,26500200.0,11181548.0,12752970.0,AMAC电气,26775.0,6,4,2208399700.0,1202589511.0,54.455246982691,0.0,0.0,64.58,26.2351,,11.5445,,1.3358089117654,2.0937,17.2682,12.8327,5.7211,29.0584,10.9476,6.5346950458667,27.5713,54.6304,34.175931114441,15.777092361581,50.281614172588,58.3749,0.7291,3.1587,1.8722,220711.378,0.22013,10.653929884343,2.2035948058423,-2128121.0,-8.0305846748326,,,18130786690.67,一般法人,,207.73618187302,79.283214773,71.758860929321,254.52239502994,167.16203608258,-35.052655018656,111.3,109.09,107.8,114.5,2020,Baa1,,1635.31,6.5118810085253,16.905496100127,
