,time,thscode,ths_the_new_csrc_industry_stock,ths_china_securities_industry_stock,ths_avg_held_num_growth_q_stock,ths_avg_held_num_growth_6m_stock,ths_total_current_assets_stock,ths_sq_operating_total_revenue_stock,ths_sq_np_stock,ths_total_profit_to_oi_ttm_stock,ths_avg_price_stock,ths_vol_stock,ths_inflow_vol_stock,ths_outflow_vol_stock,ths_the_amac_index_stock,ths_ygzs_new_stock,ths_sm_num_stock,ths_techcore_num_stock,ths_total_shares_stock,ths_total_float_shares_stock,ths_float_ashare_to_total_shares_stock,ths_hk_listed_stock_ratio_stock,ths_overseas_listed_shares_ratio_stock,ths_top10_hlolder_held_ratio_stock,ths_top10_float_hlolder_held_ratio_stock,ths_qfii_held_ratio_stock,ths_fund_held_ratio_stock,ths_broker_held_ratio_stock,ths_accum_pledge_num_ratio_stock,ths_eps_basic_stock,ths_nav_ps_stock,ths_roe_avg_by_ths_stock,ths_net_interest_of_ta_stock,ths_gross_selling_rate_stock,ths_np_to_revenue_stock,ths_rad_cost_to_revenue_stock,ths_bisic_eps_yoy_stock,ths_operating_revenue_yoy_stock,ths_np_yoy_stock,ths_net_assets_yoy_stock,ths_rad_amt_yoy_stock,ths_asset_liab_ratio_stock,ths_current_asset_turnover_stock,ths_fixed_asset_turnover_ratio_stock,ths_operating_capital_turnover_stock,ths_dividend_benchmark_shares_stock,ths_dividend_ps_before_tax_stock,ths_dividend_ratio_stock,ths_turnover_ratio_stock,ths_net_infow_stock,ths_main_inflow_rate_stock,ths_int_illegality_num_stock,ths_int_illegality_amt_stock,ths_float_holder_held_mv_stock,ths_org_holder_type_stock,ths_fixed_asset_sum_pit_stock,ths_total_revenue_growth_ny_stock,ths_operating_profit_growth_ny_stock,ths_net_profit_growth_ny_stock,ths_total_assets_growth_ny_stock,ths_holder_equity_growth_ny_stock,ths_net_asset_yield_growth_ny_stock,ths_open_price_stock,ths_close_price_stock,ths_low_stock,ths_high_price_stock,year,ths_latest_subject_rating_stock,ths_revenue_pp_stock,ths_sm_annual_total_salary_stock,ths_postgraduate_num_ratio_stock,ths_tech_num_ratio_stock,ths_manage_staff_ratio_stock,mean_score,std_score,quater_score,quater3_score
126,2019-06-13,300750.SZ,制造业,,,,,,,13.896367659943,70.437345236049,21548752.0,8221756.0,8931010.0,AMAC电气,,6,4,2195017400.0,1197056171.0,54.535156350013,0.0,0.0,,,,,,1.0933854100655,,,,,,,,,,,,,,,,,,,,1.8001454336097,-623474.0,-2.893318369435,,,742129060.5,一般法人,,,,,,,,68.6,71.01,67.9,72.26,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
127,2019-06-14,300750.SZ,制造业,,,,,,,13.896367659943,72.698439773082,20433297.0,6132620.0,8351658.0,AMAC电气,,6,4,2195017400.0,1197056171.0,54.535156350013,0.0,0.0,,,,,,1.0933854100655,,,,,,,,,,,,,,,,,,,,1.7069622541547,-2596941.0,-12.709358651225,,,754356789.0,一般法人,,,,,,,,71.07,72.18,70.8,74.18,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
128,2019-06-17,300750.SZ,制造业,,,,,,,13.896367659943,72.588585274383,12070489.0,4067979.0,4669511.0,AMAC电气,,6,4,2195017400.0,1197056171.0,54.535156350013,0.0,0.0,,,,,,1.0933854100655,,,,,,,,,,,,,,,,,,,,1.0083477527973,-402329.0,-3.3331623930066,,,752057558.0,一般法人,,,,,,,,72.25,71.96,71.1,73.83,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
129,2019-06-18,300750.SZ,制造业,,,,,,,13.896367659943,71.257621929931,8180108.0,2906103.0,2751803.0,AMAC电气,,6,4,2195017400.0,1197056171.0,54.535156350013,0.0,0.0,,,,,,1.0933854100655,,,,,,,,,,,,,,,,,,,,0.6833520596754,-812205.0,-9.9290253869509,,,742547102.5,一般法人,,,,,,,,71.9,71.05,70.4,72.38,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
130,2019-06-19,300750.SZ,制造业,,,,,,,13.896367659943,70.409097448958,14281497.0,3866261.0,5937637.0,AMAC电气,,6,4,2195017400.0,1197056171.0,54.535156350013,0.0,0.0,,,,,,1.0933854100655,,,,,,,,,,,,,,,,,,,,1.1930515330847,-2757260.0,-19.306519477615,,,728229164.0,一般法人,,,,,,,,72.98,69.68,69.12,73.24,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
131,2019-06-20,300750.SZ,制造业,,,,,,,13.896367659943,69.318175252865,12816110.0,4354483.0,5530538.0,AMAC电气,,6,4,2195017400.0,1197056171.0,54.535156350013,0.0,0.0,,,,,,1.0933854100655,,,,,,,,,,,,,,,,,,,,1.0706356402051,-1544005.0,-12.047376309972,,,721749513.0,一般法人,,,,,,,,69.68,69.06,68.25,70.24,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
132,2019-06-21,300750.SZ,制造业,,,,,,,13.896367659943,69.550373795985,11818586.0,2317012.0,4811663.0,AMAC电气,,6,4,2195017400.0,1197056171.0,54.535156350013,0.0,0.0,,,,,,1.0933854100655,,,,,,,,,,,,,,,,,,,,0.98730421231002,-3235071.0,-27.372741544547,,,722063044.5,一般法人,,,,,,,,71.0,69.09,68.85,71.0,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
133,2019-06-24,300750.SZ,制造业,,,,,,,13.896367659943,68.518981268118,6605850.0,1049049.0,1822387.0,AMAC电气,,6,4,2195017400.0,1197056171.0,54.535156350013,0.0,0.0,,,,,,1.0933854100655,,,,,,,,,,,,,,,,,,,,0.5518412719498,-760010.0,-11.505105323312,,,719659303.0,一般法人,,,,,,,,69.09,68.86,67.91,69.13,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
134,2019-06-25,300750.SZ,制造业,,,,,,,13.896367659943,68.692337523351,7638790.0,1439405.0,2365321.0,AMAC电气,,6,4,2195017400.0,1197056171.0,54.535156350013,0.0,0.0,,,,,,1.0933854100655,,,,,,,,,,,,,,,,,,,,0.63813129116729,-843720.0,-11.045204803379,,,719345771.5,一般法人,,,,,,,,68.84,68.83,67.81,69.2,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
135,2019-06-26,300750.SZ,制造业,,,,,,,13.896367659943,69.776784065815,9448365.0,2571543.0,1951789.0,AMAC电气,,6,4,2195017400.0,1197056171.0,54.535156350013,0.0,0.0,,,,,,1.0933854100655,,,,,,,,,,,,,,,,,,,,0.78930005365638,992975.0,10.509490266305,,,731364479.0,一般法人,,,,,,,,68.44,69.98,68.29,70.56,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
136,2019-06-27,300750.SZ,制造业,,,,,,,13.896367659943,70.047803166929,10948902.0,3181771.0,3353195.0,AMAC电气,,6,4,2195017400.0,1197056171.0,54.535156350013,0.0,0.0,,,,,,1.0933854100655,,,,,,,,,,,,,,,,,,,,0.91465231667896,-419172.0,-3.8284386872766,,,730841926.5,一般法人,,,,,,,,69.82,69.93,69.45,70.71,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
137,2019-06-28,300750.SZ,制造业,,,,,,,13.896367659943,68.737460090208,5721215.0,1045976.0,1193863.0,AMAC电气,,6,4,2195017400.0,1197056171.0,54.535156350013,0.0,0.0,,,,,,1.0933854100655,,,,,,,,,,,,,,,,,,,,0.47794039566419,-488594.0,-8.5400391350439,,,719868324.0,一般法人,,,,,,,,68.9,68.88,68.0,69.43,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
138,2019-07-01,300750.SZ,制造业,,,,,,,14.288606343305,70.262617452626,13077230.0,4947257.0,4541104.0,AMAC电气,,6,4,2195017400.0,1197056171.0,54.535156350013,0.0,0.0,,,,,,1.0933854100655,,,,,,,,,,,,,,,,,,,,1.0924491529145,222547.0,1.7017900579863,,,11687202494.16,一般法人,,,,,,,,70.0,70.32,69.31,71.0,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
139,2019-07-02,300750.SZ,制造业,,,,,,,14.288606343305,71.324277653649,16251996.0,4826508.0,5656665.0,AMAC电气,,6,4,2195017400.0,1197056171.0,54.535156350013,0.0,0.0,,,,,,1.0933854100655,,,,,,,,,,,,,,,,,,,,1.3576636079177,469486.0,2.8887897831134,,,11806866683.52,一般法人,,,,,,,,70.28,71.04,69.96,72.38,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
140,2019-07-03,300750.SZ,制造业,,,,,,,14.288606343305,71.973265746668,22100168.0,6571903.0,8105118.0,AMAC电气,,6,4,2195017400.0,1197056171.0,54.535156350013,0.0,0.0,,,,,,1.0933854100655,,,,,,,,,,,,,,,,,,,,1.8462097715547,-2569402.0,-11.626165013768,,,11933178883.4,一般法人,,,,,,,,70.51,71.8,70.28,73.01,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
141,2019-07-04,300750.SZ,制造业,,,,,,,14.288606343305,71.173287922909,8084414.0,1305278.0,2359545.0,AMAC电气,,6,4,2195017400.0,1197056171.0,54.535156350013,0.0,0.0,,,,,,1.0933854100655,,,,,,,,,,,,,,,,,,,,0.67535794859538,-1077492.0,-13.328016106053,,,11808528686.15,一般法人,,,,,,,,71.99,71.05,70.55,72.28,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
142,2019-07-05,300750.SZ,制造业,,,,,,,14.288606343305,70.972009427071,8893749.0,2674187.0,1898637.0,AMAC电气,,6,4,2195017400.0,1197056171.0,54.535156350013,0.0,0.0,,,,,,1.0933854100655,,,,,,,,,,,,,,,,,,,,0.74296839325178,-791478.0,-8.8992617174152,,,11813514694.04,一般法人,,,,,,,,71.1,71.08,70.02,71.5,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
143,2019-07-08,300750.SZ,制造业,,,,,,,14.288606343305,68.994863115989,8304330.0,1280900.0,2593500.0,AMAC电气,,6,4,2195017400.0,1197056171.0,54.535156350013,0.0,0.0,,,,,,1.0933854100655,,,,,,,,,,,,,,,,,,,,0.69372935048342,-1971865.0,-23.745022175178,,,11444550110.18,一般法人,,,,,,,,70.53,68.86,67.89,70.53,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
144,2019-07-09,300750.SZ,制造业,,,,,,,14.288606343305,69.940485124593,9602729.0,2236273.0,1391740.0,AMAC电气,,6,4,2195017400.0,1197056171.0,54.535156350013,0.0,0.0,,,,,,1.0933854100655,,,,,,,,,,,,,,,,,,,,0.80219535495799,835638.0,8.7020887499793,,,11776950636.18,一般法人,,,,,,,,68.88,70.86,68.5,70.89,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
145,2019-07-10,300750.SZ,制造业,,,,,,,14.288606343305,72.370384738749,15931512.0,3345058.0,3944646.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,1.3308909294282,-783453.0,-4.9176311702241,,,12007969001.75,一般法人,,,,,,,,71.1,72.25,71.0,73.47,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
146,2019-07-11,300750.SZ,制造业,,,,,,,14.288606343305,72.687022721192,7067279.0,1013736.0,831968.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.59038825171388,661857.0,9.3650894495604,,,12036223046.46,一般法人,,,,,,,,73.5,72.42,71.9,73.52,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
147,2019-07-12,300750.SZ,制造业,,,,,,,14.288606343305,73.708159591938,9417205.0,2741239.0,1960106.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.7866970012053,1035851.0,10.999558786285,,,12278875430.44,一般法人,,,,,,,,72.79,73.88,72.51,74.23,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
148,2019-07-15,300750.SZ,制造业,,,,,,,14.288606343305,73.734067947704,11271492.0,1639251.0,2735468.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.94160092676219,-738678.0,-6.5535068471858,,,12242311372.58,一般法人,,,,,,,,74.51,73.66,73.0,74.58,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
149,2019-07-16,300750.SZ,制造业,,,,,,,14.288606343305,72.473582621329,9607041.0,1320328.0,2109468.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.8025555719724,-872817.0,-9.0851803380458,,,12102703151.66,一般法人,,,,,,,,73.41,72.82,71.31,73.66,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
150,2019-07-17,300750.SZ,制造业,,,,,,,14.288606343305,73.090783700316,4317237.0,764829.0,647878.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.36065450432401,-8730.0,-0.20221266518377,,,12130957196.37,一般法人,,,,,,,,72.45,72.99,72.28,73.84,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
151,2019-07-18,300750.SZ,制造业,,,,,,,14.288606343305,71.845769797682,4517044.0,437500.0,1002758.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.3773460351678,-852232.0,-18.867028968502,,,11883318804.5,一般法人,,,,,,,,72.46,71.5,71.33,72.8,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
152,2019-07-19,300750.SZ,制造业,,,,,,,14.288606343305,72.437695202842,5735854.0,1303219.0,839200.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.47916331237893,580019.0,10.112164640174,,,12049519067.5,一般法人,,,,,,,,71.71,72.5,71.57,72.95,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
153,2019-07-22,300750.SZ,制造业,,,,,,,14.288606343305,72.77888371633,8765702.0,1711375.0,1610039.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.73227156856618,254070.0,2.8984558224772,,,12145915220.04,一般法人,,,,,,,,72.5,73.08,71.51,73.6,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
154,2019-07-23,300750.SZ,制造业,,,,,,,14.288606343305,75.507819490423,16470705.0,4238082.0,3755858.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,1.3759341791155,468482.0,2.8443348356977,,,12609613953.81,一般法人,,,,,,,,73.4,75.87,72.62,76.95,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
155,2019-07-24,300750.SZ,制造业,,,,,,,14.288606343305,76.164790109878,11968548.0,2472057.0,2643502.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.99983177815304,-1139368.0,-9.5196844262144,,,12578035903.84,一般法人,,,,,,,,76.2,75.68,75.4,76.93,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
156,2019-07-25,300750.SZ,制造业,,,,,,,14.288606343305,76.035210751051,11840107.0,3193675.0,4175540.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.9891020393896,-782934.0,-6.6125584844799,,,12599641938.03,一般法人,,,,,,,,75.7,75.81,75.3,76.75,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
157,2019-07-26,300750.SZ,制造业,,,,,,,14.288606343305,77.007176377849,11526351.0,2532802.0,2370157.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.96289140637161,-603253.0,-5.2336858386492,,,12740912161.58,一般法人,,,,,,,,75.36,76.66,75.36,77.77,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
158,2019-07-29,300750.SZ,制造业,,,,,,,14.288606343305,76.62154919805,7037596.0,1125900.0,1110300.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.58790858528559,-212379.0,-3.0177776615765,,,12744236166.84,一般法人,,,,,,,,76.52,76.68,76.01,77.4,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
159,2019-07-30,300750.SZ,制造业,,,,,,,14.288606343305,77.592392648016,9645886.0,1668393.0,1394957.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.80580061601804,293680.0,3.0446140458222,,,12923732450.88,一般法人,,,,,,,,76.9,77.76,76.14,78.49,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
160,2019-07-31,300750.SZ,制造业,,,,,,,14.288606343305,76.615895834932,6622124.0,716708.0,1375027.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.55320077373378,-979511.0,-14.791492880532,,,12631219988.0,一般法人,,,,,,,,77.6,76.0,76.0,77.6,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
161,2019-08-01,300750.SZ,制造业,,,,,,,14.288606343305,75.97214800737,6750326.0,786000.0,913980.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.56391054685102,-107340.0,-1.5901454240877,,,12597979935.4,一般法人,,,,,,,,75.9,75.8,75.28,76.93,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
162,2019-08-02,300750.SZ,制造业,,,,,,,14.288606343305,74.938854303859,7166010.0,1354867.0,1701835.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.59863606851579,-690055.0,-9.6295567547352,,,12511555798.64,一般法人,,,,,,,,73.99,75.28,73.75,75.6,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
163,2019-08-05,300750.SZ,制造业,,,,,,,14.288606343305,73.879548964614,8991667.0,1524152.0,1832155.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.75114829344128,-917394.0,-10.202713245497,,,12132619199.0,一般法人,,,,,,,,74.7,73.0,72.88,75.2,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
164,2019-08-06,300750.SZ,制造业,,,,,,,14.288606343305,71.440656479266,8493825.0,1715192.0,1890393.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.70955943470091,16692.0,0.19651923603324,,,11991348975.45,一般法人,,,,,,,,70.8,72.15,70.51,72.69,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
165,2019-08-07,300750.SZ,制造业,,,,,,,14.288606343305,73.749526115298,8604899.0,1482698.0,1399486.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.71883836435275,198411.0,2.3057911545504,,,12187465285.79,一般法人,,,,,,,,72.5,73.33,72.44,74.55,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
166,2019-08-08,300750.SZ,制造业,,,,,,,14.288606343305,73.275084441549,3874396.0,540670.0,556800.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.32366033389756,-226100.0,-5.8357483334176,,,12145915220.04,一般法人,,,,,,,,74.0,73.08,72.8,74.18,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
167,2019-08-09,300750.SZ,制造业,,,,,,,14.288606343305,72.423321166888,4732689.0,550248.0,900725.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.39536064511045,-328885.0,-6.9492206227791,,,11954784917.59,一般法人,,,,,,,,73.97,71.93,71.51,73.97,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
168,2019-08-12,300750.SZ,制造业,,,,,,,14.288606343305,72.65534953369,4253610.0,749200.0,541900.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.35533921490473,221946.0,5.2178267401102,,,12194113296.31,一般法人,,,,,,,,71.81,73.37,71.53,73.4,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
169,2019-08-13,300750.SZ,制造业,,,,,,,14.288606343305,73.531259322458,5309490.0,1243287.0,900188.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.443545602005,289116.0,5.4452687546262,,,12210733322.61,一般法人,,,,,,,,72.82,73.47,72.58,74.29,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
170,2019-08-14,300750.SZ,制造业,,,,,,,14.288606343305,74.256465228343,6324864.0,1684379.0,1086059.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.52836818799542,685467.0,10.837655955923,,,12215719330.5,一般法人,,,,,,,,74.0,73.5,73.5,75.09,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
171,2019-08-15,300750.SZ,制造业,,,,,,,14.288606343305,73.270804539537,4622234.0,794043.0,613914.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.38613342564691,193719.0,4.1910253786373,,,12327073506.71,一般法人,,,,,,,,71.95,74.17,71.71,74.2,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
172,2019-08-16,300750.SZ,制造业,,,,,,,14.288606343305,73.389748279593,6954025.0,1330377.0,1364401.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.58092720863639,115435.0,1.6599739000075,,,12169183256.86,一般法人,,,,,,,,74.0,73.22,73.03,74.2,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
173,2019-08-19,300750.SZ,制造业,,,,,,,14.288606343305,74.968317430511,10512285.0,2635499.0,1752990.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.87817808843659,1021113.0,9.7135208948388,,,12664460040.6,一般法人,,,,,,,,73.7,76.2,73.22,76.2,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
174,2019-08-20,300750.SZ,制造业,,,,,,,14.288606343305,75.703512508462,6819064.0,1006474.0,1255518.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.56965280036136,43291.0,0.6348525252146,,,12536485838.09,一般法人,,,,,,,,76.18,75.43,75.16,76.35,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
175,2019-08-21,300750.SZ,制造业,,,,,,,14.288606343305,76.083937976076,6533092.0,1620048.0,862804.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.5457631945995,782072.0,11.970931987488,,,12597979935.4,一般法人,,,,,,,,75.22,75.8,75.22,76.95,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
176,2019-08-22,300750.SZ,制造业,,,,,,,14.288606343305,75.527462157084,4917499.0,807923.0,819981.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.41079935253932,-132109.0,-2.6865079179477,,,12564739882.8,一般法人,,,,,,,,76.0,75.6,75.0,76.0,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
177,2019-08-23,300750.SZ,制造业,,,,,,,14.288606343305,73.470819136235,16565181.0,2988849.0,4052969.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,1.3838265405843,-396383.0,-2.3928685113673,,,12282199435.7,一般法人,,,,,,,,75.59,73.9,71.92,75.59,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
178,2019-08-26,300750.SZ,制造业,,,,,,,14.288606343305,73.080566208434,9127893.0,2138559.0,2006925.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.76252837762615,-693644.0,-7.599168833377,,,12094393138.51,一般法人,,,,,,,,72.89,72.77,72.5,73.73,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
179,2019-08-27,300750.SZ,制造业,,,,,,,14.288606343305,73.760464932561,9605221.0,3252193.0,2326345.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.80240353232346,740351.0,7.7077976654572,,,12182479277.9,一般法人,,,,,,,,73.36,73.3,73.11,74.53,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
180,2019-08-28,300750.SZ,制造业,,,,,,,14.288606343305,72.997885795528,8640082.0,1968484.0,2230764.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.7217774912586,-593988.0,-6.8747958642059,,,12052843072.76,一般法人,,,,,,,,74.17,72.52,72.36,74.27,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
181,2019-08-29,300750.SZ,制造业,,,,,,,14.288606343305,71.363941177521,10076080.0,1388519.0,2148444.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.0936706091973,,,,,,,,,,,,,,,,,,,,0.84173827796089,-997473.0,-9.8994152487872,,,11813514694.04,一般法人,,,,,,,,72.51,71.08,71.03,72.53,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
182,2019-08-30,300750.SZ,制造业,,,,,,,14.288606343305,71.742681709133,11896719.0,3034227.0,2464437.0,AMAC电气,,6,4,2194445000.0,1197056171.0,54.549381324207,0.0,0.0,,,,,,1.3443034571384,,,,,,,,,,,,,,,,,,,,0.99383130785431,754502.0,6.342101549175,,,12011293007.01,一般法人,,,,,,,,71.46,72.27,70.56,72.88,2019,Baa1,,2339.32,7.2567693744164,20.033613445378,,,,,
